אָב|av
לְהַשְׁגִּיחַ|lehashgiach
הַשְׁגָּחָה|hashgacha
לִשְׁגּוֹת|lishgot
שָׁגוּי|shaguy
שִׁיגָּיוֹן|shigayon
מְשׁוּגָּע|meshuga
לְהִשְׁתַּגֵּעַ|lehishtagea
לְשַׁגֵּעַ|leshagea
שִׁיגָּעוֹן|shiga'on
לְשַׁגֵּר|leshager
שַׁגְרִיר|shagrir
שַׁגְרִירוּת|shagrirut
לְשַׂגְשֵׂג|lesagseg
שׁוֹד|shod
לִשְׁדּוֹד|lishdod
לְהִישָּׁדֵד|lehishaded
שָׂדֶה|sade
לְשַׁדֵּךְ|leshadech
שַׁדְכָן|shadchan
לְהִשְׁתַּדֵּךְ|lehishtadech
לְשַׁדֵּל|leshadel
לְהִשְׁתַּדֵּל|lehishtadel
לְשַׁדֵּר|leshader
מַשְׁדֵּר|mashder
מִשְׁדָּר|mishdar
לְשַׁדְרֵג|leshadreg
לְהִשְׁתַּדְרֵג|lehishtadreg
שֶׂה|se
לִשְׁהוֹת|lishhot
לְהַשְׁהוֹת|lehashhot
לְהִשְׁתַּהוֹת|lehishtahot
הַשְׁהָיָה|hashhaya
לְשַׁהֵק|leshahek
מִשְׁווָאָה|mishva'a
הַשְׁווָאָה|hashva'a
לְהָשִׁיב|lehashiv
תְּשׁוּבָה|tshuva
מָשׁוֹב|mashov
שׁוּב|shuv
לְהִשְׁתּוֹבֵב|lehishtovev
שִׁיבָה|shiva
לָשׁוּב|lashuv
מְשִׁיבוֹן|meshivon
שׁוֹבָב|shovav
לָשׂוּחַ|lasuach
לָשׁוּחַ|lashuach
שִׁיטָה|shita
לָשׁוּט|lashut
לְשׁוֹטֵט|leshotet
לְהָשִׁיט|lehashit
לְהִשְׁתַּוּוֹת|lehishtavot
לִשְׁווֹת|lishvot
לְהַשְׁווֹת|lehashvot
לְשַׁוּוֹת|leshavot
שׁוּלְחָן|shulchan
שׁוּלַייִם|shulayim
שׁוּם|shum
לְשַׁווֵּעַ|leshavea
לָשׁוּף|lashuf
לְהַשְׁווִיץ|lehashvitz
לְשַׁווֵּק|leshavek
שׁוּק|shuk
שׁוֹק|shok
תְּשׁוּקָה|tshuka
שִׁיוּוּק|shivuk
שׁוֹקוֹלָד|shokolad
שׁוֹקוֹלָדָה|shokolada
שׁוֹר|shor
תְּשׁוּרָה|tshura
לָשׁוּר|lashur
שׁוּרָה|shura
שׁוֹשֶׁלֶת|shoshelet
לְהִשְׁתַּזֵּף|lehishtazef
לִשְׁזוֹף|lishzof
לִשְׁזוֹר|lishzor
לְשַׁחֵד|leshached
שׁוֹחַד|shochad
לְהִשְׁתַּחֲווֹת|lehishtachavot
לְהַשְׁחִיז|lehashchiz
לְשַׁחְזֵר|leshachzer
לִשְׁחוֹט|lishchot
לְהִישָּׁחֵט|lehishachet
לִשְׁחוֹת|lishchot
לִשְׂחוֹת|lischot
שַׂחְייָן|sachyan
מִשְׂחֶה|mische
לְהִשְׁתַּחֵל|lehishtachel
לְהַשְׁחִיל|lehashchil
שָׁחוּם|shachum
לְהַשְׁחִים|lehashchim
שַׁחְמָט|shachmat
שַׁחֶפֶת|shachefet
שַׁחַץ|shachatz
שַׁחְצָן|shachtzan
לְשַׂחֵק|lesachek
לִשְׁחוֹק|lishchok
לְהִישָּׁחֵק|lehishachek
מִשְׂחָק|mischak
שַׂחְקָן|sachkan
שָׁחוּק|shachuk
לְהַשְׁחִיר|lehashchir
הַשְׁחָרָה|hashchara
שָׁחוֹר|shachor
שַׁחַר|shachar
לְשַׁחֵר|leshacher
לְהִשְׁתַּחְרֵר|lehishtachrer
לְשַׁחְרֵר|leshachrer
שִׁיחְרוּר|shichrur
לְהִישָּׁחֵת|lehishachet
לְהַשְׁחִית|lehashchit
לְשַׁחֵת|leshachet
שְׁחִיתוּת|shchitut
לִשְׁטוֹחַ|lishtoach
שֶׁטַח|shetach
שָׁטִיחַ|shatiach
לְהִשְׁתַּטֵּחַ|lehishtateach
שָׁטוּחַ|shatuach
לְהִשְׁתַּטּוֹת|lehishtatot
לְשַׁטּוֹת|leshatot
שְׁטוּת|shtut
שׁוֹטֶה|shote
לִשְׁטוֹף|lishtof
לְהִישָּׁטֵף|lehishatef
שִׁיטָּפוֹן|shitafon
מִשְׁטָר|mishtar
שׁוֹטֵר|shoter
מִשְׁטָרָה|mishtara
לְשַׁטֵּר|leshater
שְׁטְרוּדֶל|shtrudel
שֵׂיָה|seya
לָשִׂיחַ|lasiach
לְהָשִׂיחַ|lehasiach
לְשׂוֹחֵחַ|lesocheach
שִׂיחָה|sicha
שִׂיחַ|siach
לְשַׁייֵּט|leshayet
שַׁייָּט|shayat
שִׁיּוּט|shiyut
שַׁיִט|shayit
לְשַׁייֵּךְ|leshayech
לְהִשְׁתַּייֵּךְ|lehishtayech
שַׁייָּךְ|shayach
לָשִׂים|lasim
לְהָשִׂים|lehasim
מְשִׂימָה|mesima
הֲשָׂמָה|hasama
לְשַׁייֵּף|leshayef
לָשִׁיר|lashir
לְשׁוֹרֵר|leshorer
מוּשָׁר|mushar
שִׁיר|shir
שִׁירָה|shira
לָשׂוּשׂ|lasus
שִׁישִּׁי|shishi
לְהָשִׁית|lehashit
לָשִׁית|lashit
לִשְׁכַּב|lishkav
מִשְׁכָּב|mishkav
לְהַשְׁכִּיב|lehashkiv
שִׁכְבָה|shichva
לִשְׁכּוֹחַ|lishkoach
שָׁכִיחַ|shachiach
לְהִישָּׁכֵחַ|lehishacheach
לְהַשְׁכִּיחַ|lehashkiach
לְהִשְׁתַּכֵּחַ|lehishtakeach
שְׁכִיחוּת|shchichut
לָשׁוֹךְ|lashoch
לְשַׁכֵּךְ|leshakech
לִשְׁכּוֹל|lishkol
לְהַשְׂכִּיל|lehaskil
שֵׂכֶל|sechel
שַׁכּוּל|shakul
שְׂכַלְתָּן|schaltan
שֵׂכֶל|sechel
אֶשְׁכּוֹל|eshkol
אֶשְׁכּוֹלִית|eshkolit
לְשַׁכְלֵל|leshachlel
לְהִשְׁתַּכְלֵל|lehishtachlel
מְשׁוּכְלָל|meshuchlal
שִׁיכְלוּל|shichlul
הִשְׁתַּכְלְלוּת|hishtachlelut
לְהַשְׁכִּים|lehashkim
לִשְׁכּוֹן|lishkon
לְהַשְׁכִּין|lehashkin
לְהִשְׁתַּכֵּן|lehishtaken
שָׁכֵן|shachen
שְׁכוּנָה|shchuna
מִשְׁתַּכֵּן|mishtaken
לְשַׁכֵּן|leshaken
שָׁכֵן|shachen
מַשְׁכַּנְתָּה|mashkanta
מִשְׁכָּן|mishkan
לְשַׁכְנֵעַ|leshachnea
לְהִשְׁתַּכְנֵעַ|lehishtachnea
שִׁיכְנוּעַ|shichnua
לְשַׁכְפֵּל|leshachpel
לִשְׂכּוֹר|liskor
לְהִישָּׂכֵר|lehisacher
לְהַשְׂכִּיר|lehaskir
לְהִשְׂתַּכֵּר|lehistaker
מַשְׂכּוֹרֶת|maskoret
הַשְׂכָּרָה|haskara
שְׂכִירָה|schira
שָׂכָר|sachar
לְהִשְׁתַּכֵּר|lehishtaker
לְשַׁכֵּר|leshaker
שָׂכוּר|sachur
שְׂכִירוּת|schirut
לְהַשְׁכִּישׁ|lehashkish
לְהִשְׁתַּכְשֵׁךְ|lehishtachshech
לְשַׁכְשֵׁךְ|leshachshech
לְשַׁכְתֵּב|leshachtev
שֶׁל|shel
לְשַׁלֵּב|leshalev
תִּשְׁלוֹבֶת|tishlovet
שָׁלָב|shalav
מִשְׁלָב|mishlav
שִׁילּוּב|shiluv
לְהִשְׁתַּלֵּב|lehishtalev
שֶׁלֶג|sheleg
מוּשְׁלָג|mushlag
אַשְׁלָג|ashlag
אַשְׁלְגַן|ashlegan
שֶׁלֶד|sheled
שַׁלְהֶבֶת|shalhevet
לְהִשְׁתַּלְהֵב|lehishtalhev
לְשַׁלְהֵב|leshalhev
שַׁלְווָה|shalva
שָׁלֵו|shalev
לְהִישָּׁלֵחַ|lehishaleach
לְהִשְׁתַּלֵּחַ|lehishtaleach
שָׁלוּחַ|shaluach
לִשְׁלוֹחַ|lishloach
לְשַׁלֵּחַ|leshaleach
שָׁלִיחַ|shaliach
לִשְׁלוֹט|lishlot
לְהִישָּׁלֵט|lehishalet
לְהַשְׁלִיט|lehashlit
שַׁלִּיט|shalit
שַׁלִּיט|shalit
שִׁלְטוֹן|shilton
שֶׁלֶט|shelet
לְהִשְׁתַּלֵּט|lehishtalet
לְהַשְׁלִיט|lehashlit
שַׁלָּט|shalat
לְשַׁלְטֵט|leshaltet
לִשְׁלוֹת|lishlot
לְהִישָּׁלוֹת|lehishalot
לְהַשְׁלוֹת|lehashlot
אַשְׁלָיָה|ashlaya
לְהַשְׁלִיךְ|lehashlich
הַשְׁלָכָה|hashlacha
שַׁלֶּכֶת|shalechet
לְהִישָּׁלֵל|lehishalel
לְהִשְׁתּוֹלֵל|lehishtolel
שְׁלִילִי|shlili
הִשְׁתּוֹלְלוּת|hishtolelut
לִשְׁלוֹל|lishlol
לְהִשְׁתַּלֵּם|lehishtalem
לְהַשְׁלִים|lehashlim
לְשַׁלֵּם|leshalem
לִשְׁלוֹם|lishlom
שָׁלוֹם|shalom
שָׁלֵם|shalem
תַּשְׁלוּם|tashlum
הַשְׁלָמָה|hashlama
לְהִישָּׁלֵם|lehishalem
הִשְׁתַּלְּמוּת|hishtalmut
לְהִישָּׁלֵף|lehishalef
לִשְׁלוֹף|lishlof
שְׁלִיף|shlif
לִשְׁלוֹק|lishlok
לְשַׁלֵּשׁ|leshalesh
שְׁלִישִׁי|shlishi
שְׁלִישׁ|shlish
שְׁלִישִׁיָּה|shlishiya
שִׁלְשׁוֹם|shilshom
לְהִשְׁתַּלְשֵׁל|lehishtalshel
שַׁלְשֶׁלֶת|shalshelet
לְשַׁלְשֵׁל|leshalshel
שָׁם|sham
שֵׁם|shem
לְהִישָּׁמֵד|lehishamed
לְהַשְׁמִיד|lehashmid
הַשְׁמָדָה|hashmada
לְהִשְׁתַּמֵּד|lehishtamed
לִשְׂמוֹחַ|lismoach
לְשַׂמֵּחַ|lesameach
שִׂמְחָה|simcha
שָׂמֵחַ|sameach
לִשְׁמוֹט|lishmot
לְהִישָּׁמֵט|lehishamet
לְהַשְׁמִיט|lehashmit
לְהִשְׁתַּמֵּט|lehishtamet
שַׁמַּאי|shamay
שָׁמַייִם|shamayim
שָׁמַיִם|shamayim
שְׂמִיכָה|smicha
שִׂמְלָה|simla
לְהִשְׁתּוֹמֵם|lehishtomem
לְהִישּׁוֹם|lehishom
לְהָשֵׁם|lehashem
לָשׁוֹם|lashom
לְהַשְׁמִין|lehashmin
שָׁמֵן|shamen
לְשַׁמֵּן|leshamen
לִשְׁמוֹן|lishmon
שֶׁמֶן|shemen
שַׁמֶּנֶת|shamenet
שְׁמִינִי|shmini
לִשְׁמוֹעַ|lishmoa
לְהִישָּׁמֵעַ|lehishamea
לְהַשְׁמִיעַ|lehashmia
לְהִשְׁתַּמֵּעַ|lehishtamea
מַשְׁמָעוּתִי|mashma'uti
שְׁמוּעָה|shmu'a
מִשְׁמַעַת|mishma'at
מַשְׁמָע|mashma
מַשְׁמָעוּת|mashma'ut
שְׁמִיעָה|shmi'a
שִׁימּוּעַ|shimua
לְהַשְׁמִיץ|lehashmitz
שֶׁמֶץ|shemetz
לְהִישָּׁמֵר|lehishamer
לְשַׁמֵּר|leshamer
לְהִשְׁתַּמֵּר|lehishtamer
מִשְׁמֶרֶת|mishmeret
מִשְׁמָר|mishmar
שְׁמִירָה|shmira
שָׁמוּר|shamur
לִשְׁמוֹר|lishmor
שִׁימּוּר|shimur
שְׁמָרִים|shmarim
לְשַׁמֵּשׁ|leshamesh
שָׁמִישׁ|shamish
לְהִשְׁתַּמֵּשׁ|lehishtamesh
שִׁימּוּשִׁי|shimushi
שֵׁמֶשׁ|shemesh
שִׁימּוּשׁ|shimush
תַּשְׁמִישׁ|tashmish
שִׁמְשִׁייָּה|shimshiya
לְהַשְׂנִיא|lehasni
לִשְׂנוֹא|lisno
שִׂנְאָה|sin'a
שָׂנוּא|sanu
שָׁנָה|shana
שֶׁנְהַבִּי|shenhabi
שֶׁנְהָב|shenhav
שַׁנְהֶבֶת|shanhevet
שִׁינּוּי|shinuy
לְשַׁנּוֹת|leshanot
לְהִשְׁתַּנּוֹת|lehishtanot
תַּשְׁנִית|tashnit
לִשְׁנוֹת|lishnot
לְהִישָּׁנוֹת|lehishanot
שׁוֹנִי|shoni
שֵׁנִי|sheni
מְשׁוּנֶּה|meshune
שָׁנִי|shani
לְשַׁנֵּן|leshanen
שֵׁן|shen
לְשַׁנֵּעַ|leshanea
לְהִשְׁתַּנֵּק|lehishtanek
לְהִישָּׁנֵק|lehishanek
לְשַׁנֵּק|leshanek
לְשַׁסּוֹת|leshasot
לְשַׁסֵּעַ|leshasea
לִשְׁסוֹעַ|lishsoa
לְשַׁסֵּף|leshasef
לְהִשְׁתַּעְבֵּד|lehishta'abed
הִשְׁתַּעְבְּדוּת|hishta'abdut
לְשַׁעְבֵּד|lesha'abed
שִׁיעְבּוּד|shi'abud
לִשְׁעוֹט|lish'ot
לִשְׁעוֹת|lish'ot
לְהַשְׁעוֹת|lehash'ot
שָׁעוֹן|sha'on
שָׁעָה|sha'a
לְהִשְׁתַּעֵל|lehishta'el
מִשְׁעוֹל|mish'ol
לְשַׁעְמֵם|lesha'amem
לְהִשְׁתַּעְמֵם|lehishta'amem
מְשׁוּעְמָם|meshu'amam
מְשַׁעְמֵם|mesha'amem
לְהַשְׁעִין|lehash'in
לְהִישָּׁעֵן|lehisha'en
לְשַׁעֵר|lesha'er
שִׁיעוּר|shi'ur
שַׁעַר|sha'ar
שׁוֹעֵר|sho'er
שֵׂיעָר|se'ar
שַׂעֲרָה|sa'ara
שָׂעִיר|sa'ir
לְהַשְׂעִיר|lehas'ir
לְשַׁעְשֵׁעַ|lesha'ashea
לְהִשְׁתַּעְשֵׁעַ|lehishta'ashea
שַׁעְשׁוּעַ|sha'ashua
לְשַׁעְתֵּק|lesha'atek
מִשְׁפָּחָה|mishpacha
שִׁפְחָה|shifcha
לִשְׁפּוֹט|lishpot
לְהִישָּׁפֵט|lehishafet
שִׁיפּוּט|shiput
מִשְׁפָּט|mishpat
מִשְׁפָּטִי|mishpati
שָׁפוּי|shafuy
שָׂפָה|safa
שָׂפָה|safa
לְהִישָּׁפֵךְ|lehishafech
שָׁפוּךְ|shafuch
לְהִשְׁתַּפֵּךְ|lehishtapech
לִשְׁפּוֹךְ|lishpoch
לִשְׁפּוֹל|lishpol
לְהַשְׁפִּיל|lehashpil
הַשְׁפָּלָה|hashpala
לְהִשְׁתַּפֵּל|lehishtapel
שָׂפָם|safam
מְשׂוּפָּם|mesupam
שָׁפָן|shafan
לְהִשְׁתַּפֵן|lehishtafen
לִשְׁפּוֹעַ|lishpoa
לְהַשְׁפִּיעַ|lehashpia
הַשְׁפָּעָה|hashpa'a
שֶׁפַע|shefa
שִׁפְעָה|shif'a
שַׁפַּעַת|shapa'at
לְשַׁפֵּעַ|leshapea
שִׁיפּוּעַ|shipua
מְשׁוּפָּע|meshupa
לְשַׁפְעֵל|leshaf'el
לְהִשְׁתַּפְעֵל|lehishtaf'el
לְשַׁפֵּץ|leshapetz
שִׁיפּוּץ|shiputz
שִׁיפּוּר|shipur
לְשַׁפֵּר|leshaper
לְהִשְׁתַּפֵּר|lehishtaper
שַׁפִּיר|shapir
לְהַשְׁפְּרִיץ|lehashpritz
לְשַׁפְשֵׁף|leshafshef
לְהִשְׁתַּפְשֵׁף|lehishtafshef
שִׁיפְשׁוּף|shifshuf
לִשְׁפּוֹת|lishpot
שַׂק|sak
לִשְׁקוֹד|lishkod
שֶׁקֶט|sheket
לְהַשְׁקִיט|lehashkit
שָׁקֵט|shaket
לִשְׁקוֹט|lishkot
לְהַשְׁקוֹת|lehashkot
הַשְׁקָיָה|hashkaya
מַשְׁקֶה|mashke
שַׂקִּית|sakit
לְהִישָּׁקֵל|lehishakel
שֶׁקֶל|shekel
מִשְׁקָל|mishkal
שִׁיקּוּל|shikul
שְׁקִילָה|shkila
לִשְׁקוֹל|lishkol
לְשַׁקְלֵל|leshaklel
שִׁיקְלוּל|shiklul
לְשַׁקֵּם|leshakem
לְהִשְׁתַּקֵּם|lehishtakem
שִׁיקּוּם|shikum
לִשְׁקוֹעַ|lishkoa
לְהַשְׁקִיעַ|lehashkia
שֶׁקַע|sheka
הַשְׁקָעָה|hashka'a
לְהִשְׁתַּקֵּעַ|lehishtakea
לְהִישָּׁקֵף|lehishakef
לְשַׁקֵּף|leshakef
לְהִשְׁתַּקֵּף|lehishtakef
לְהַשְׁקִיף|lehashkif
שֶׁקֶף|shekef
שְׁקוּפִית|shkufit
הַשְׁקָפָה|hashkafa
שִׁיקּוּף|shikuf
שָׁקוּף|shakuf
מִשְׁקָפַייִם|mishkafayim
הִשְׁתַּקְּפוּת|hishtakfut
שְׁקִיפוּת|shkifut
שִׁיקּוּץ|shikutz
לָשׁוֹק|lashok
לְהִשְׁתּוֹקֵק|lehishtokek
לְשַׁקֵּר|leshaker
שַׁקְרָן|shakran
שֶׁקֶר|sheker
לְשַׁקְשֵׁק|leshakshek
הַשְׁרָאָה|hashra'a
לְשַׁרְבֵּב|lesharbev
לְהִשְׁתַּרְבֵּב|lehishtarbev
לְשַׁרְבֵּט|lesharbet
שַׁרְבִיט|sharvit
לְהִשְׂתָּרֵג|lehistareg
לִשְׂרוֹד|lisrod
הִישָּׂרְדוּת|hisardut
מִשְׂרָד|misrad
לִשְׂרוֹט|lisrot
לְהִישָּׂרֵט|lehisaret
לְשַׂרְטֵט|lesartet
שִׂירְטוּט|sirtut
לְהַשְׁרוֹת|lehashrot
מִשְׂרָה|misra
לִשְׁרוֹת|lishrot
לִשְׂרוֹת|lisrot
שִׁרְיוֹן|shiryon
לְשַׁרְייֵן|lesharyen
שִׁירְיוּן|shiryun
שְׂרוֹךְ|sroch
לִשְׂרוֹךְ|lisroch
שְׂרוֹךְ|sroch
שָׂרוּךְ|saruch
לְהִשְׂתָּרֵךְ|lehistarech
לְהִישָּׂרֵךְ|lehisarech
לְהִשְׂתָּרֵעַ|lehistarea
לִשְׂרוֹף|lisrof
לְהִישָּׂרֵף|lehisaref
שְׂרֵיפָה|srefa
שָׂרָף|saraf
לִשְׁרוֹץ|lishrotz
לִשְׁרוֹק|lishrok
לִשְׂרוֹר|lisror
לְהִשְׂתָּרֵר|lehistarer
שָׂר|sar
לְהִשְׁתָּרֵשׁ|lehishtaresh
לְהַשְׁרִישׁ|lehashrish
שׁוֹרֶשׁ|shoresh
לְשָׁרֵשׁ|lesharesh
לְשַׁרְשֵׁר|lesharsher
שַׁרְשֶׁרֶת|sharsheret
לְשָׁרֵת|lesharet
שֵׁירוּת|sherut
לִשְׁתּוֹת|lishtot
שַׁתְייָן|shatyan
שְׁתִיָּה|shtiya
לְהִישָּׁתוֹת|lehishatot
שָׁתוּי|shatuy
לִשְׁתּוֹל|lishtol
לְהִישָּׁתֵל|lehishatel
לְהַשְׁתִּיל|lehashtil
שְׁתִילָה|shtila
מַשְׁתֵּן|mashten
לְהַשְׁתִּין|lehashtin
שֶׁתֶן|sheten
לְשַׁתֵּף|leshatef
לְהִשְׁתַּתֵּף|lehishtatef
שִׁיתּוּף|shituf
מְשׁוּתָּף|meshutaf
הִשְׁתַּתְּפוּת|hishtatfut
לִשְׁתּוֹק|lishtok
לְשַׁתֵּק|leshatek
לְהַשְׁתִּיק|lehashtik
לְהִשְׁתַּתֵּק|lehishtatek
שְׁתִיקָה|shtika
לִשְׁתּוֹת|lishtot
לְהַשְׁתִּית|lehashtit
תָּא|ta
לִתְאוֹב|lit'ov
תֵּיאָבוֹן|te'avon
לִתְאוֹם|lit'om
לְתָאֵם|leta'em
לְהַתְאִים|lehat'im
הַתְאָמָה|hat'ama
תְּאוֹם|te'om
תֵּיאוּם|te'um
לְתָאֵר|leta'er
תֵּיאוּר|te'ur
תּוֹאַר|to'ar
לְתַאֲרֵךְ|leta'arech
לְתַבֵּל|letabel
תַּבְלִין|tavlin
תֵּבֵל|tevel
תֶּבֶל|tevel
לִתְבּוֹעַ|litboa
לְהִיתָּבֵעַ|lehitavea
תְּבִיעָה|tvi'a
תּוֹבֵעַ|tovea
לְתַגְבֵּר|letagber
לְתַגְמֵל|letagmel
לְתַדְלֵק|letadlek
תֶּדֶר|teder
לְתַדְרֵךְ|letadrech
תֵּה|te
לִתְהוֹת|lithot
תְּהִיָּה|tehiya
תּוֹהוּ|tohu
תּוֹחֶלֶת חַיִּים|tocheletchayim
מִתְווֶה|mitve
תְּווַאי|tvay
לְהַתְווֹת|lehatvot
תְּווִייָּה|tviya
לְתַווֵּךְ|letavech
תִּיוּוּךְ|tivuch
תָּווֶךְ|tavech
תּוּכִּי|tuki
לָתוּר|latur
תּוֹר|tor
תּוּשִׁייָּה|tushiya
תּוּת|tut
לְתַזְמֵן|letazmen
תִּיזְמוּן|tizmun
לִתְחוֹב|litchov
לְהִיתָּחֵב|lehitachev
לְתַחְזֵק|letachzek
מְתוּחְכָּם|metuchkam
לְהַתְחִיל|lehatchil
הַתְחָלָה|hatchala
לִתְחוֹם|litchom
לְתַחֵם|letachem
מִתְחָם|mitcham
תְּחוּם|tchum
לְתַחְמֵן|letachmen
לְתַחְקֵר|letachker
תַּחַת|tachat
תֵּיאוֹרְיָה|te'orya
תֵּיאַטְרוֹן|te'atron
לְתַייֵּג|letayeg
תִּיק|tik
לְתַייֵּק|letayek
תִּיקִייָּה|tikiya
תֵּיקוֹ|teko
לְתַייֵּר|letayer
תַּייָּר|tayar
תַּייָּרוּת|tayarut
תִּירָס|tiras
תַּיִשׁ|tayish
לְתַכֵּן|letaken
לְהִיתָּכֵן|lehitachen
תּוֹכְנָה|tochna
תֶּכֶן|techen
תּוֹכֶן|tochen
תּוֹכְנִית|tochnit
מַתְכּוֹן|matkon
לִתְכּוֹן|litkon
לְתַכְנֵן|letachnen
לְתַכְנֵת|letachnet
מְתַכְנֵת|metachnet
תִּיכְנוּת|tichnut
תְּכוּפוֹת|tchufot
תָּכוּף|tachuf
לִתְכּוֹף|litkof
לִתְלוֹת|litlot
לְהִיתָּלוֹת|lehitalot
לְהַתְלוֹת|lehatlot
תִּלְיוֹן|tilyon
תְּלוּת|tlut
תָּלוּי|taluy
תְּלִייָּה|tliya
לִתְלוֹשׁ|litlosh
לְהִיתָּלֵשׁ|lehitalesh
לְתַלְתֵּל|letaltel
מְתוּלְתָּל|metultal
תַּלְתָּל|taltal
לְהַתְמִיד|lehatmid
מַתְמִיד|matmid
לִתְמוֹהַּ|litmoah
לְהַתְמִיהַּ|lehatmiah
לְתַמְחֵר|letamcher
תָּמִיד|tamid
לְהִיתָּמֵךְ|lehitamech
תְּמִיכָה|tmicha
לִתְמוֹךְ|litmoch
לָתוֹם|latom
תָּמִים|tamim
לְהִיתַּמֵּם|lehitamem
תָּם|tam
לְתַמְצֵת|letamtzet
לְהִיתַּמֵּר|lehitamer
תִּמְרוֹן|timron
לְתַמְרֵן|letamren
לְתַמְרֵץ|letamretz
תְּנַאי|tnay
לְהַתְנוֹת|lehatnot
לְתַנּוֹת|letanot
תִּנְייָנִי|tinyani
תַּנִּין|tanin
לְהַתְנִיעַ|lehatnia
לְתַסְכֵּל|letaskel
תִּיסְכּוּל|tiskul
לִתְסוֹס|litsos
לְהַתְסִיס|lehatsis
תְּסִיסָה|tsisa
תַּסָּס|tasas
לְתַעֵב|leta'ev
לְהִיתָּעֵב|lehita'ev
לְתַעֵד|leta'ed
תִּיעוּד|ti'ud
לִתְעוֹת|lit'ot
לְהַתְעוֹת|lehat'ot
לְתַעֵשׂ|leta'es
לְתַעְתֵּעַ|leta'atea
תַּפּוּז|tapuz
תְּפִיחָה|tficha
לִתְפּוֹחַ|litpoach
לְהַתְפִּיחַ|lehatpiach
לְהַתְפִּיל|lehatpil
תָּפֵל|tafel
הַתְפָּלָה|hatpala
לִתְפּוֹשׂ|litpos
לְהִיתָּפֵשׂ|lehitafes
תְּפִיסָה|tfisa
תָּפוּס|tafus
תִּיפְעוּלִי|tif'uli
תִּיפְעוּל|tif'ul
לְתַפְעֵל|letaf'el
לְתוֹפֵף|letofef
תּוֹף|tof
לְתַפְקֵד|letafked
תָּפוּר|tafur
לִתְפּוֹר|litpor
תְּפִירָה|tfira
תֶּפֶר|tefer
מִתְפָּרָה|mitpara
תְּפִישָׂה|tfisa
לְהִיתָּקֵל|lehitakel
לְהַתְקִיל|lehatkil
לְתַקֵּן|letaken
לְהַתְקִין|lehatkin
לְהִיתַּקֵּן|lehitaken
תֶּקֶן|teken
תַּקִּין|takin
הַתְקָנָה|hatkana
תִּקְנִי|tikni
לְתַקְנֵן|letaknen
תֶּקַע|teka
לִתְקוֹעַ|litkoa
לְהִיתָּקֵעַ|lehitakea
תִּיקּוּף|tikuf
תָּקֵף|takef
לְהַתְקִיף|lehatkif
מִתְקָפָה|mitkafa
לִתְקוֹף|litkof
לְהִיתָּקֵף|lehitakef
תּוֹקֶף|tokef
הֶתְקֵף|hetkef
לְתַקֵּף|letakef
לְתַקְצֵב|letaktzev
תִּיקְשׁוּר|tikshur
לְתַקְשֵׁר|letaksher
תִּיקְתּוּק|tiktuk
לְתַקְתֵּק|letaktek
לְתַרְגֵּל|letargel
תִּירְגּוּל|tirgul
תִּירְגּוּם|tirgum
לְתַרְגֵּם|letargem
